,vid_name,label,start_frame,end_frame
85,uDESPUxbjnI_00002,0,0,143
86,uDESPUxbjnI_00121,0,0,161
87,uDESPUxbjnI_00123,0,0,154
88,zYHstCxnAPA_00102,0,0,103
89,3qq031609lA_00032,1,0,121
90,3qq031609lA_00036,1,0,63
91,5i1begTTucc_00077,1,0,93
92,5i1begTTucc_00078,1,0,84
93,9jZYYtzYqwE_00089,1,0,146
94,D8YKHC5hmUs_00195,1,0,139
95,D8YKHC5hmUs_00252,1,0,160
96,D8YKHC5hmUs_00253,1,0,128
97,DB4lpBDPnTY_00043,1,0,119
98,JzOshOJgofw_00139,1,0,99
99,JzOshOJgofw_00140,1,0,144
100,JzOshOJgofw_00295,1,0,91
101,OFxuiqI5G44_00402,1,0,154
102,S9aCrmtAV8o_00081,1,0,134
103,VNvb5oLOpLg_00557,1,0,134
104,VNvb5oLOpLg_01032,1,0,108
105,Y7QZcr24ye0_00235,1,0,116
106,_tigfCJFLZg_00367,1,0,139
107,fohMq9tOn6E_00081,1,0,104
108,iv0Gu1VXAgc_00130,1,0,75
109,iv0Gu1VXAgc_00131,1,0,86
110,iv0Gu1VXAgc_00132,1,0,156
111,siEI_jaSmd4_00108,1,0,53
112,sk8TafuB3lU_00282,1,0,115
113,sk8TafuB3lU_00302,1,0,139
114,sk8TafuB3lU_00318,1,0,170
115,sk8TafuB3lU_00632,1,0,107
116,sk8TafuB3lU_00644,1,0,130
117,sk8TafuB3lU_00948,1,0,124
118,uDESPUxbjnI_00098,1,0,131
119,uDESPUxbjnI_00099,1,0,171
120,xbQCwTHcGN8_00017,1,0,155
121,zYHstCxnAPA_00362,1,0,119
122,zYHstCxnAPA_00379,1,0,102
123,3N1kUtqJ25A_00123,2,0,173
124,5i1begTTucc_00068,2,0,91
125,5i1begTTucc_00071,2,0,177
126,5i1begTTucc_00072,2,0,138
127,9BC6ssCjyfg_00249,2,0,77
128,D8YKHC5hmUs_00248,2,0,93
129,D8YKHC5hmUs_00249,2,0,109
130,OFxuiqI5G44_00182,2,0,145
131,OVzt2rsfMc0_00426,2,0,115
132,VNvb5oLOpLg_00569,2,0,161
133,ZAmJsIcfFOA_00327,2,0,108
134,ZAmJsIcfFOA_00329,2,0,141
135,c7FHotPDZIw_00097,2,0,171
136,c7FHotPDZIw_00098,2,0,149
137,iv0Gu1VXAgc_00006,2,0,61
138,-mmq0PT-u8k_00011,3,0,96
139,-mmq0PT-u8k_00054,3,0,84
140,-mmq0PT-u8k_00063,3,0,171
141,-mmq0PT-u8k_00066,3,0,57
142,-mmq0PT-u8k_00067,3,0,69
143,-mmq0PT-u8k_00070,3,0,68
144,-mmq0PT-u8k_00071,3,0,108
145,-mmq0PT-u8k_00081,3,0,77
146,-mmq0PT-u8k_00084,3,0,95
147,-mmq0PT-u8k_00086,3,0,104
148,-mmq0PT-u8k_00090,3,0,50
149,-mmq0PT-u8k_00092,3,0,82
150,-mmq0PT-u8k_00095,3,0,92
151,-mmq0PT-u8k_00096,3,0,78
152,D8YKHC5hmUs_00178,3,0,124
153,D8YKHC5hmUs_00179,3,0,95
154,DB4lpBDPnTY_00030,3,0,140
155,S9aCrmtAV8o_00035,3,0,166
156,S9aCrmtAV8o_00046,3,0,171
157,S9aCrmtAV8o_00055,3,0,91
158,VNvb5oLOpLg_01050,3,0,128
159,Y7QZcr24ye0_00344,3,0,147
160,Y7QZcr24ye0_00366,3,0,121
161,Y7QZcr24ye0_00393,3,0,117
162,Y7QZcr24ye0_00424,3,0,173
163,Y7QZcr24ye0_00454,3,0,120
164,Y7QZcr24ye0_00458,3,0,97
165,Y7QZcr24ye0_00482,3,0,84
166,Y7QZcr24ye0_00483,3,0,135
167,Y7QZcr24ye0_00486,3,0,122
168,Y7QZcr24ye0_00488,3,0,96
169,Y7QZcr24ye0_00496,3,0,98
170,Y7QZcr24ye0_00512,3,0,133
171,ZAmJsIcfFOA_00307,3,0,124
172,_8Vy3dlHg2w_00015,3,0,58
173,_8Vy3dlHg2w_00016,3,0,57
174,_8Vy3dlHg2w_00127,3,0,133
175,_8Vy3dlHg2w_00128,3,0,130
176,_8Vy3dlHg2w_00129,3,0,147
177,eN8umEok9U8_00163,3,0,106
178,eN8umEok9U8_00164,3,0,167
179,fohMq9tOn6E_00049,3,0,79
180,fohMq9tOn6E_00050,3,0,129
181,fohMq9tOn6E_00098,3,0,105
182,j4gvbjifw14_00037,3,0,64
183,j4gvbjifw14_00041,3,0,144
184,j4gvbjifw14_00044,3,0,178
185,j4gvbjifw14_00049,3,0,149
186,j4gvbjifw14_00050,3,0,154
187,j4gvbjifw14_00058,3,0,70
188,j4gvbjifw14_00076,3,0,76
189,j4gvbjifw14_00078,3,0,113
190,j4gvbjifw14_00081,3,0,95
191,j4gvbjifw14_00128,3,0,84
192,j4gvbjifw14_00131,3,0,79
193,j4gvbjifw14_00132,3,0,133
194,j4gvbjifw14_00135,3,0,163
195,j4gvbjifw14_00137,3,0,56
196,j4gvbjifw14_00151,3,0,143
197,mGbuP7nT2ck_00150,3,0,98
198,mGbuP7nT2ck_00151,3,0,64
199,mGbuP7nT2ck_00152,3,0,115
200,mGbuP7nT2ck_00169,3,0,41
201,mGbuP7nT2ck_00170,3,0,109
202,mGbuP7nT2ck_00171,3,0,53
203,mGbuP7nT2ck_00172,3,0,116
204,mGbuP7nT2ck_00177,3,0,91
205,mGbuP7nT2ck_00185,3,0,59
206,mGbuP7nT2ck_00186,3,0,133
207,sk8TafuB3lU_00264,3,0,112
208,sk8TafuB3lU_00373,3,0,123
209,sk8TafuB3lU_00397,3,0,106
210,sk8TafuB3lU_00427,3,0,175
211,sk8TafuB3lU_00441,3,0,139
212,sk8TafuB3lU_00491,3,0,130
213,sk8TafuB3lU_00492,3,0,174
214,sk8TafuB3lU_00497,3,0,117
215,sk8TafuB3lU_00534,3,0,173
216,sk8TafuB3lU_00585,3,0,146
217,zYHstCxnAPA_00090,3,0,165
218,zYHstCxnAPA_00220,3,0,142
219,zYHstCxnAPA_00236,3,0,162
220,zYHstCxnAPA_00248,3,0,118
221,zYHstCxnAPA_00266,3,0,123
222,zYHstCxnAPA_00270,3,0,173
223,zYHstCxnAPA_00308,3,0,109
224,zYHstCxnAPA_00330,3,0,161
225,zYHstCxnAPA_00334,3,0,116
226,zYHstCxnAPA_00677,3,0,118
227,D8YKHC5hmUs_00182,4,0,93
228,D8YKHC5hmUs_00183,4,0,123
229,D8YKHC5hmUs_00201,4,0,58
230,D8YKHC5hmUs_00202,4,0,106
231,D8YKHC5hmUs_00213,4,0,110
232,D8YKHC5hmUs_00214,4,0,134
233,D8YKHC5hmUs_00217,4,0,73
234,D8YKHC5hmUs_00218,4,0,149
235,D8YKHC5hmUs_00229,4,0,54
236,D8YKHC5hmUs_00230,4,0,89
237,D8YKHC5hmUs_00244,4,0,148
238,D8YKHC5hmUs_00245,4,0,98
239,eN8umEok9U8_00122,4,0,60
240,eN8umEok9U8_00123,4,0,88
241,eN8umEok9U8_00165,4,0,133
242,eN8umEok9U8_00166,4,0,80
243,eN8umEok9U8_00201,4,0,127
244,fohMq9tOn6E_00056,4,0,163
245,fohMq9tOn6E_00074,4,0,76
246,fohMq9tOn6E_00075,4,0,63
247,fohMq9tOn6E_00107,4,0,52
248,fohMq9tOn6E_00108,4,0,77
249,fohMq9tOn6E_00128,4,0,113
250,fohMq9tOn6E_00129,4,0,95
251,siEI_jaSmd4_00100,4,0,138
252,siEI_jaSmd4_00109,4,0,78
253,siEI_jaSmd4_00110,4,0,54
254,sk8TafuB3lU_00185,4,0,134
255,3N1kUtqJ25A_00262,5,0,155
256,3PLiUG_DuC8_00122,5,0,146
257,3PLiUG_DuC8_00370,5,0,95
258,5V-dKBtmKLI_00036,5,0,59
259,5V-dKBtmKLI_00127,5,0,67
260,D6zILEKIJbk_00097,5,0,62
261,D6zILEKIJbk_00122,5,0,148
262,D6zILEKIJbk_00165,5,0,101
263,D6zILEKIJbk_00213,5,0,167
264,D6zILEKIJbk_00214,5,0,158
265,D6zILEKIJbk_00216,5,0,67
266,D6zILEKIJbk_00217,5,0,171
267,D6zILEKIJbk_00224,5,0,167
268,D6zILEKIJbk_00226,5,0,86
269,D6zILEKIJbk_00229,5,0,82
270,D6zILEKIJbk_00236,5,0,65
271,D6zILEKIJbk_00237,5,0,135
272,D6zILEKIJbk_00239,5,0,89
273,D6zILEKIJbk_00240,5,0,153
274,D6zILEKIJbk_00241,5,0,120
275,D6zILEKIJbk_00242,5,0,86
276,D6zILEKIJbk_00244,5,0,127
277,D6zILEKIJbk_00245,5,0,154
278,D6zILEKIJbk_00246,5,0,145
279,D6zILEKIJbk_00248,5,0,77
280,D6zILEKIJbk_00253,5,0,158
281,D6zILEKIJbk_00254,5,0,75
282,D6zILEKIJbk_00258,5,0,167
283,LNMISxO35S0_00001,5,0,141
284,LNMISxO35S0_00014,5,0,115
285,LNMISxO35S0_00153,5,0,178
286,LNMISxO35S0_00154,5,0,130
287,LNMISxO35S0_00155,5,0,171
288,LNMISxO35S0_00156,5,0,112
289,LNMISxO35S0_00160,5,0,145
290,LNMISxO35S0_00165,5,0,93
291,LNMISxO35S0_00172,5,0,128
292,LNMISxO35S0_00175,5,0,138
293,LNMISxO35S0_00187,5,0,115
294,OFxuiqI5G44_00135,5,0,151
295,OFxuiqI5G44_00185,5,0,119
296,OFxuiqI5G44_00191,5,0,149
297,Q--70-ELqLw_00070,5,0,77
298,Q--70-ELqLw_00071,5,0,168
299,Q--70-ELqLw_00075,5,0,67
300,Q--70-ELqLw_00076,5,0,147
301,Q--70-ELqLw_00077,5,0,149
302,Q--70-ELqLw_00164,5,0,82
303,Q--70-ELqLw_00165,5,0,115
304,Q--70-ELqLw_00167,5,0,74
305,Q--70-ELqLw_00168,5,0,171
306,Q--70-ELqLw_00234,5,0,55
307,Q--70-ELqLw_00236,5,0,174
308,Q--70-ELqLw_00237,5,0,55
309,Q--70-ELqLw_00238,5,0,97
310,Q--70-ELqLw_00239,5,0,165
311,Q--70-ELqLw_00241,5,0,149
312,RWNrARSbRCY_00003,5,0,62
313,RWNrARSbRCY_00004,5,0,127
314,RWNrARSbRCY_00005,5,0,171
315,RWNrARSbRCY_00076,5,0,73
316,RWNrARSbRCY_00077,5,0,124
317,RWNrARSbRCY_00079,5,0,84
318,RWNrARSbRCY_00080,5,0,127
319,RWNrARSbRCY_00082,5,0,112
320,RWNrARSbRCY_00083,5,0,109
321,RWNrARSbRCY_00084,5,0,98
322,RWNrARSbRCY_00116,5,0,148
323,TeboS8s_00w_00134,5,0,135
324,V5parOfpuEQ_00006,5,0,84
325,VNvb5oLOpLg_00486,5,0,111
326,VNvb5oLOpLg_00955,5,0,137
327,Y4ARBzok9aU_00190,5,0,147
328,Y7QZcr24ye0_00965,5,0,131
329,ZAmJsIcfFOA_00087,5,0,76
330,ZAmJsIcfFOA_00088,5,0,169
331,ZAmJsIcfFOA_00156,5,0,98
332,ZAmJsIcfFOA_00157,5,0,167
333,ZAmJsIcfFOA_00158,5,0,134
334,ZAmJsIcfFOA_00262,5,0,101
335,ZAmJsIcfFOA_00290,5,0,129
336,ZAmJsIcfFOA_00291,5,0,169
337,ZAmJsIcfFOA_00292,5,0,144
338,ZAmJsIcfFOA_00293,5,0,56
339,ZAmJsIcfFOA_00294,5,0,146
340,ZAmJsIcfFOA_00295,5,0,152
341,ZAmJsIcfFOA_00296,5,0,62
342,ZAmJsIcfFOA_00297,5,0,158
343,ZAmJsIcfFOA_00299,5,0,48
344,ZAmJsIcfFOA_00300,5,0,144
345,ZAmJsIcfFOA_00302,5,0,86
346,ZAmJsIcfFOA_00305,5,0,61
347,ZAmJsIcfFOA_00306,5,0,157
348,ZAmJsIcfFOA_00320,5,0,164
349,ZAmJsIcfFOA_00324,5,0,64
350,ZAmJsIcfFOA_00325,5,0,174
351,ZAmJsIcfFOA_00326,5,0,129
352,ZAmJsIcfFOA_00336,5,0,106
353,ZAmJsIcfFOA_00342,5,0,79
354,ZAmJsIcfFOA_00345,5,0,61
355,ZAmJsIcfFOA_00346,5,0,134
356,ZAmJsIcfFOA_00347,5,0,95
357,ZAmJsIcfFOA_00348,5,0,106
358,ZAmJsIcfFOA_00349,5,0,157
359,ZAmJsIcfFOA_00351,5,0,138
360,ZAmJsIcfFOA_00352,5,0,176
361,ZAmJsIcfFOA_00355,5,0,90
362,ZAmJsIcfFOA_00361,5,0,61
363,ZAmJsIcfFOA_00362,5,0,146
364,ZAmJsIcfFOA_00363,5,0,104
365,Z_uFnDg-a4I_00057,5,0,122
366,Z_uFnDg-a4I_00060,5,0,120
367,Z_uFnDg-a4I_00061,5,0,164
368,Z_uFnDg-a4I_00066,5,0,62
369,Z_uFnDg-a4I_00069,5,0,73
370,Z_uFnDg-a4I_00070,5,0,158
371,Z_uFnDg-a4I_00071,5,0,166
372,Z_uFnDg-a4I_00078,5,0,102
373,Z_uFnDg-a4I_00079,5,0,156
374,_tigfCJFLZg_00044,5,0,105
375,_tigfCJFLZg_00046,5,0,124
376,c7FHotPDZIw_00050,5,0,119
377,c7FHotPDZIw_00069,5,0,65
378,c7FHotPDZIw_00070,5,0,94
379,c7FHotPDZIw_00073,5,0,129
380,c7FHotPDZIw_00074,5,0,116
381,c7FHotPDZIw_00099,5,0,61
382,c7FHotPDZIw_00100,5,0,77
383,c7FHotPDZIw_00107,5,0,98
384,c7FHotPDZIw_00108,5,0,89
385,c7FHotPDZIw_00109,5,0,148
386,cYkUl8MrXgA_00007,5,0,164
387,cYkUl8MrXgA_00013,5,0,177
388,cYkUl8MrXgA_00014,5,0,163
389,cYkUl8MrXgA_00045,5,0,92
390,cYkUl8MrXgA_00046,5,0,178
391,cYkUl8MrXgA_00050,5,0,54
392,cYkUl8MrXgA_00051,5,0,147
393,cYkUl8MrXgA_00071,5,0,120
394,cYkUl8MrXgA_00332,5,0,72
395,cYkUl8MrXgA_00333,5,0,175
396,cYkUl8MrXgA_00374,5,0,77
397,cYkUl8MrXgA_00376,5,0,96
398,cYkUl8MrXgA_00450,5,0,93
399,cYkUl8MrXgA_00454,5,0,144
400,czXA41QTops_00057,5,0,94
401,czXA41QTops_00058,5,0,98
402,czXA41QTops_00062,5,0,99
403,czXA41QTops_00063,5,0,176
404,czXA41QTops_00092,5,0,120
405,egsanPCCIzQ_00037,5,0,102
406,egsanPCCIzQ_00117,5,0,98
407,egsanPCCIzQ_00118,5,0,135
408,egsanPCCIzQ_00175,5,0,156
409,kVT_sNgYBAE_00056,5,0,155
410,l6ZoMjD1UtA_00075,5,0,61
411,l6ZoMjD1UtA_00076,5,0,107
412,nOlRwoxsDJ0_00747,5,0,146
413,nOlRwoxsDJ0_00806,5,0,138
414,nOlRwoxsDJ0_00840,5,0,147
415,nOlRwoxsDJ0_00848,5,0,150
416,nOlRwoxsDJ0_00866,5,0,146
417,sk8TafuB3lU_01117,5,0,175
418,sk8TafuB3lU_01172,5,0,172
419,xbQCwTHcGN8_00016,5,0,54
420,xbQCwTHcGN8_00226,5,0,51
421,xbQCwTHcGN8_00227,5,0,146
422,xbQCwTHcGN8_00228,5,0,129
423,zYHstCxnAPA_00813,5,0,146
424,zbAC7t15q3k_00055,5,0,112
425,zbAC7t15q3k_00056,5,0,162
426,zbAC7t15q3k_00059,5,0,146
427,zbAC7t15q3k_00067,5,0,78
428,zbAC7t15q3k_00068,5,0,158
429,zbAC7t15q3k_00069,5,0,124
430,5V-dKBtmKLI_00066,6,0,56
431,5V-dKBtmKLI_00078,6,0,58
432,LNMISxO35S0_00161,6,0,176
433,LNMISxO35S0_00170,6,0,144
434,Q--70-ELqLw_00155,6,0,117
435,Q--70-ELqLw_00156,6,0,178
436,Q--70-ELqLw_00170,6,0,157
437,V5parOfpuEQ_00063,6,0,141
438,V5parOfpuEQ_00065,6,0,146
439,V5parOfpuEQ_00233,6,0,99
440,V5parOfpuEQ_00236,6,0,145
441,V5parOfpuEQ_00243,6,0,61
442,V5parOfpuEQ_00244,6,0,159
443,V5parOfpuEQ_00246,6,0,108
444,V5parOfpuEQ_00247,6,0,177
445,V5parOfpuEQ_00248,6,0,104
446,V5parOfpuEQ_00249,6,0,89
447,V5parOfpuEQ_00254,6,0,59
448,V5parOfpuEQ_00255,6,0,140
449,V5parOfpuEQ_00256,6,0,80
450,V5parOfpuEQ_00260,6,0,98
451,V5parOfpuEQ_00261,6,0,168
452,V5parOfpuEQ_00267,6,0,83
453,V5parOfpuEQ_00269,6,0,123
454,V5parOfpuEQ_00270,6,0,89
455,V5parOfpuEQ_00273,6,0,93
456,V5parOfpuEQ_00275,6,0,143
457,V5parOfpuEQ_00276,6,0,108
458,V5parOfpuEQ_00277,6,0,163
459,V5parOfpuEQ_00278,6,0,106
460,V5parOfpuEQ_00280,6,0,139
461,V5parOfpuEQ_00288,6,0,124
462,V5parOfpuEQ_00289,6,0,83
463,V5parOfpuEQ_00290,6,0,179
464,Y4ARBzok9aU_00033,6,0,132
465,Y4ARBzok9aU_00034,6,0,170
466,Y4ARBzok9aU_00154,6,0,100
467,Y4ARBzok9aU_00174,6,0,78
468,Y4ARBzok9aU_00176,6,0,157
469,Y4ARBzok9aU_00180,6,0,74
470,Y4ARBzok9aU_00182,6,0,113
471,Y4ARBzok9aU_00185,6,0,75
472,Y4ARBzok9aU_00186,6,0,178
473,Y4ARBzok9aU_00187,6,0,131
474,Y4ARBzok9aU_00188,6,0,176
475,Y4ARBzok9aU_00196,6,0,89
476,Y4ARBzok9aU_00200,6,0,87
477,Z_uFnDg-a4I_00075,6,0,103
478,Z_uFnDg-a4I_00077,6,0,178
479,c7FHotPDZIw_00088,6,0,133
480,cYkUl8MrXgA_00053,6,0,97
481,cYkUl8MrXgA_00083,6,0,86
482,cYkUl8MrXgA_00085,6,0,179
483,cYkUl8MrXgA_00123,6,0,113
484,cYkUl8MrXgA_00365,6,0,82
485,cYkUl8MrXgA_00367,6,0,137
486,cYkUl8MrXgA_00436,6,0,117
487,cYkUl8MrXgA_00437,6,0,159
488,cYkUl8MrXgA_00439,6,0,67
489,cYkUl8MrXgA_00445,6,0,86
490,cYkUl8MrXgA_00460,6,0,64
491,cYkUl8MrXgA_00461,6,0,157
492,cYkUl8MrXgA_00463,6,0,62
493,cYkUl8MrXgA_00464,6,0,148
494,cYkUl8MrXgA_00466,6,0,113
495,cYkUl8MrXgA_00468,6,0,122
496,cYkUl8MrXgA_00490,6,0,67
497,cYkUl8MrXgA_00495,6,0,157
498,cYkUl8MrXgA_00496,6,0,68
499,cYkUl8MrXgA_00497,6,0,166
500,cYkUl8MrXgA_00499,6,0,110
501,cYkUl8MrXgA_00501,6,0,142
502,nOlRwoxsDJ0_00864,6,0,151
503,zbAC7t15q3k_00073,6,0,78
504,zbAC7t15q3k_00075,6,0,133
505,zbAC7t15q3k_00107,6,0,150
506,zbAC7t15q3k_00136,6,0,57
507,zbAC7t15q3k_00137,6,0,161
508,zbAC7t15q3k_00138,6,0,95
509,zbAC7t15q3k_00139,6,0,87
510,zbAC7t15q3k_00140,6,0,83
511,zbAC7t15q3k_00142,6,0,98
512,zbAC7t15q3k_00144,6,0,80
513,zbAC7t15q3k_00147,6,0,41
514,zbAC7t15q3k_00149,6,0,99
515,zbAC7t15q3k_00150,6,0,74
516,zbAC7t15q3k_00152,6,0,143
517,2x00lRzlTVQ_00071,7,0,131
518,2x00lRzlTVQ_00072,7,0,141
519,3N1kUtqJ25A_00036,7,0,131
520,3N1kUtqJ25A_00075,7,0,136
521,3N1kUtqJ25A_00090,7,0,162
522,3N1kUtqJ25A_00094,7,0,135
523,3N1kUtqJ25A_00100,7,0,148
524,3PLiUG_DuC8_00026,7,0,61
525,3PLiUG_DuC8_00032,7,0,77
526,3PLiUG_DuC8_00034,7,0,105
527,3PLiUG_DuC8_00038,7,0,58
528,3PLiUG_DuC8_00039,7,0,172
529,3PLiUG_DuC8_00045,7,0,127
530,3PLiUG_DuC8_00058,7,0,108
531,3PLiUG_DuC8_00059,7,0,165
532,3PLiUG_DuC8_00074,7,0,85
533,3PLiUG_DuC8_00095,7,0,142
534,3PLiUG_DuC8_00162,7,0,64
535,3PLiUG_DuC8_00164,7,0,100
536,3PLiUG_DuC8_00230,7,0,148
537,3PLiUG_DuC8_00260,7,0,69
538,3PLiUG_DuC8_00341,7,0,59
539,3PLiUG_DuC8_00367,7,0,69
540,3qq031609lA_00034,7,0,104
541,3qq031609lA_00035,7,0,103
542,5i1begTTucc_00003,7,0,98
543,5i1begTTucc_00025,7,0,148
544,5i1begTTucc_00044,7,0,97
545,5i1begTTucc_00045,7,0,137
546,5i1begTTucc_00050,7,0,80
547,5i1begTTucc_00051,7,0,116
548,5i1begTTucc_00060,7,0,55
549,5i1begTTucc_00061,7,0,86
550,5i1begTTucc_00079,7,0,166
551,5i1begTTucc_00080,7,0,174
552,5i1begTTucc_00081,7,0,97
553,5i1begTTucc_00082,7,0,160
554,6wVdnLa3Tes_00000,7,0,121
555,6wVdnLa3Tes_00001,7,0,117
556,6wVdnLa3Tes_00021,7,0,147
557,6wVdnLa3Tes_00022,7,0,124
558,6wVdnLa3Tes_00024,7,0,73
559,6wVdnLa3Tes_00034,7,0,100
560,6wVdnLa3Tes_00043,7,0,70
561,6wVdnLa3Tes_00044,7,0,153
562,6wVdnLa3Tes_00045,7,0,98
563,6wVdnLa3Tes_00047,7,0,76
564,6wVdnLa3Tes_00048,7,0,170
565,6wVdnLa3Tes_00069,7,0,78
566,6wVdnLa3Tes_00071,7,0,120
567,6wVdnLa3Tes_00085,7,0,61
568,6wVdnLa3Tes_00086,7,0,144
569,6wVdnLa3Tes_00099,7,0,160
570,6wVdnLa3Tes_00123,7,0,155
571,6wVdnLa3Tes_00128,7,0,60
572,6wVdnLa3Tes_00131,7,0,101
573,6wVdnLa3Tes_00132,7,0,138
574,6wVdnLa3Tes_00133,7,0,104
575,6wVdnLa3Tes_00138,7,0,124
576,6wVdnLa3Tes_00139,7,0,154
577,6wVdnLa3Tes_00143,7,0,62
578,6wVdnLa3Tes_00144,7,0,149
579,6wVdnLa3Tes_00160,7,0,83
580,6wVdnLa3Tes_00161,7,0,171
581,6wVdnLa3Tes_00163,7,0,92
582,6wVdnLa3Tes_00170,7,0,54
583,6wVdnLa3Tes_00172,7,0,129
584,6wVdnLa3Tes_00173,7,0,91
585,6wVdnLa3Tes_00228,7,0,173
586,6wVdnLa3Tes_00259,7,0,114
587,9BC6ssCjyfg_00012,7,0,51
588,9BC6ssCjyfg_00014,7,0,145
589,9BC6ssCjyfg_00028,7,0,113
590,9BC6ssCjyfg_00029,7,0,174
591,9BC6ssCjyfg_00034,7,0,70
592,9BC6ssCjyfg_00035,7,0,134
593,9BC6ssCjyfg_00036,7,0,145
594,9BC6ssCjyfg_00037,7,0,132
595,9BC6ssCjyfg_00039,7,0,157
596,9BC6ssCjyfg_00045,7,0,149
597,9BC6ssCjyfg_00075,7,0,57
598,9BC6ssCjyfg_00076,7,0,95
599,9BC6ssCjyfg_00077,7,0,132
600,9BC6ssCjyfg_00087,7,0,88
601,9BC6ssCjyfg_00088,7,0,174
602,9BC6ssCjyfg_00089,7,0,149
603,9BC6ssCjyfg_00111,7,0,114
604,9BC6ssCjyfg_00213,7,0,112
605,9BC6ssCjyfg_00214,7,0,136
606,9BC6ssCjyfg_00215,7,0,173
607,9BC6ssCjyfg_00216,7,0,114
608,9BC6ssCjyfg_00217,7,0,172
609,9BC6ssCjyfg_00218,7,0,115
610,9BC6ssCjyfg_00243,7,0,74
611,9BC6ssCjyfg_00244,7,0,122
612,9BC6ssCjyfg_00245,7,0,143
613,9jZYYtzYqwE_00041,7,0,121
614,9jZYYtzYqwE_00063,7,0,165
615,9jZYYtzYqwE_00085,7,0,89
616,Bb0ZiYVNtDs_00003,7,0,107
617,Bb0ZiYVNtDs_00004,7,0,170
618,Bb0ZiYVNtDs_00006,7,0,100
619,Bb0ZiYVNtDs_00008,7,0,53
620,Bb0ZiYVNtDs_00009,7,0,150
