,vid_name,label,start_frame,end_frame,exists
82,Y7QZcr24ye0_00587,0,0,229,FALSE
83,Y7QZcr24ye0_00588,0,0,283,FALSE
84,Y7QZcr24ye0_00589,0,0,276,FALSE
85,Y7QZcr24ye0_00777,0,0,144,TRUE
86,Y7QZcr24ye0_00778,0,0,284,FALSE
87,Y7QZcr24ye0_00779,0,0,302,FALSE
88,Y7QZcr24ye0_00824,0,0,215,FALSE
89,Y7QZcr24ye0_00825,0,0,288,FALSE
90,Y7QZcr24ye0_00826,0,0,317,FALSE
91,Y7QZcr24ye0_00838,0,0,148,FALSE
92,Y7QZcr24ye0_00839,0,0,259,FALSE
93,Y7QZcr24ye0_00840,0,0,316,FALSE
94,_lmT4WlK7G0_00048,0,0,80,FALSE
95,_lmT4WlK7G0_00049,0,0,184,FALSE
96,_lmT4WlK7G0_00050,0,0,150,TRUE
97,db7DmpqzGmc_00042,0,0,85,FALSE
98,db7DmpqzGmc_00043,0,0,103,TRUE
99,db7DmpqzGmc_00044,0,0,83,FALSE
100,db7DmpqzGmc_00166,0,0,187,FALSE
101,db7DmpqzGmc_00167,0,0,81,TRUE
102,db7DmpqzGmc_00168,0,0,50,TRUE
103,eN8umEok9U8_00022,0,0,119,TRUE
104,eN8umEok9U8_00023,0,0,137,TRUE
105,eN8umEok9U8_00043,0,0,52,FALSE
106,eN8umEok9U8_00044,0,0,86,TRUE
107,eN8umEok9U8_00055,0,0,143,TRUE
108,eN8umEok9U8_00056,0,0,207,FALSE
109,eN8umEok9U8_00090,0,0,73,TRUE
110,eN8umEok9U8_00091,0,0,120,TRUE
111,eN8umEok9U8_00098,0,0,181,FALSE
112,eN8umEok9U8_00099,0,0,172,TRUE
113,eN8umEok9U8_00144,0,0,115,TRUE
114,eN8umEok9U8_00145,0,0,180,FALSE
115,eN8umEok9U8_00146,0,0,87,TRUE
116,eN8umEok9U8_00147,0,0,117,TRUE
117,eN8umEok9U8_00149,0,0,141,TRUE
118,eN8umEok9U8_00159,0,0,61,TRUE
119,eN8umEok9U8_00160,0,0,95,TRUE
120,eN8umEok9U8_00194,0,0,176,TRUE
121,eN8umEok9U8_00195,0,0,78,FALSE
122,eN8umEok9U8_00206,0,0,74,TRUE
123,eN8umEok9U8_00207,0,0,106,TRUE
124,eN8umEok9U8_00208,0,0,141,TRUE
125,eN8umEok9U8_00209,0,0,158,TRUE
126,fB1Pc3CylrQ_00006,0,0,80,TRUE
127,fB1Pc3CylrQ_00015,0,0,63,TRUE
128,fB1Pc3CylrQ_00018,0,0,164,TRUE
129,fohMq9tOn6E_00014,0,0,61,FALSE
130,fohMq9tOn6E_00015,0,0,96,TRUE
131,fohMq9tOn6E_00016,0,0,74,TRUE
132,fohMq9tOn6E_00017,0,0,165,TRUE
133,fohMq9tOn6E_00022,0,0,117,TRUE
134,fohMq9tOn6E_00023,0,0,73,TRUE
135,fohMq9tOn6E_00024,0,0,81,FALSE
136,fohMq9tOn6E_00025,0,0,115,TRUE
137,fohMq9tOn6E_00041,0,0,64,FALSE
138,fohMq9tOn6E_00042,0,0,115,FALSE
139,fohMq9tOn6E_00064,0,0,142,FALSE
140,fohMq9tOn6E_00065,0,0,78,TRUE
141,nOlRwoxsDJ0_00238,0,0,175,TRUE
142,nOlRwoxsDJ0_00239,0,0,205,FALSE
143,nOlRwoxsDJ0_00244,0,0,101,FALSE
144,nOlRwoxsDJ0_00245,0,0,185,FALSE
145,nOlRwoxsDJ0_00264,0,0,176,FALSE
146,nOlRwoxsDJ0_00265,0,0,200,FALSE
147,nOlRwoxsDJ0_00266,0,0,110,FALSE
148,nOlRwoxsDJ0_00267,0,0,190,FALSE
149,nOlRwoxsDJ0_00270,0,0,158,TRUE
150,nOlRwoxsDJ0_00271,0,0,213,FALSE
151,nOlRwoxsDJ0_00276,0,0,139,TRUE
152,nOlRwoxsDJ0_00277,0,0,219,FALSE
153,nOlRwoxsDJ0_00352,0,0,320,FALSE
154,nOlRwoxsDJ0_00353,0,0,205,FALSE
155,nOlRwoxsDJ0_00488,0,0,149,FALSE
156,nOlRwoxsDJ0_00580,0,0,211,FALSE
157,nOlRwoxsDJ0_00581,0,0,253,FALSE
158,nOlRwoxsDJ0_00603,0,0,162,TRUE
159,nOlRwoxsDJ0_00604,0,0,282,FALSE
160,nOlRwoxsDJ0_00605,0,0,130,FALSE
161,nOlRwoxsDJ0_00606,0,0,218,FALSE
162,nOlRwoxsDJ0_00627,0,0,219,FALSE
163,nOlRwoxsDJ0_00628,0,0,303,FALSE
164,nOlRwoxsDJ0_00645,0,0,186,FALSE
165,nOlRwoxsDJ0_00646,0,0,303,FALSE
166,nOlRwoxsDJ0_00647,0,0,146,TRUE
167,nOlRwoxsDJ0_00648,0,0,255,FALSE
168,ozbr742-Trc_00000,0,0,242,FALSE
169,siEI_jaSmd4_00015,0,0,124,TRUE
170,siEI_jaSmd4_00047,0,0,102,TRUE
171,siEI_jaSmd4_00049,0,0,41,TRUE
172,siEI_jaSmd4_00050,0,0,70,TRUE
173,siEI_jaSmd4_00051,0,0,136,TRUE
174,siEI_jaSmd4_00101,0,0,66,TRUE
175,sk8TafuB3lU_00320,0,0,151,TRUE
176,sk8TafuB3lU_00321,0,0,254,FALSE
177,sk8TafuB3lU_00807,0,0,252,FALSE
178,sk8TafuB3lU_00809,0,0,282,FALSE
179,sk8TafuB3lU_00812,0,0,232,FALSE
180,sk8TafuB3lU_00813,0,0,277,FALSE
181,sk8TafuB3lU_00814,0,0,281,FALSE
182,sk8TafuB3lU_00866,0,0,172,FALSE
183,sk8TafuB3lU_00867,0,0,266,FALSE
184,sk8TafuB3lU_00868,0,0,264,FALSE
185,sk8TafuB3lU_00889,0,0,267,FALSE
186,sk8TafuB3lU_00890,0,0,227,FALSE
187,sk8TafuB3lU_00894,0,0,207,FALSE
188,sk8TafuB3lU_00895,0,0,268,FALSE
189,sk8TafuB3lU_00896,0,0,305,FALSE
190,sk8TafuB3lU_00897,0,0,198,FALSE
191,sk8TafuB3lU_00898,0,0,303,FALSE
192,sk8TafuB3lU_00899,0,0,276,FALSE
193,sk8TafuB3lU_00900,0,0,163,FALSE
194,sk8TafuB3lU_00901,0,0,282,FALSE
195,sk8TafuB3lU_00902,0,0,264,FALSE
196,sk8TafuB3lU_00914,0,0,349,FALSE
197,sk8TafuB3lU_00915,0,0,228,FALSE
198,sk8TafuB3lU_00916,0,0,254,FALSE
199,sk8TafuB3lU_00917,0,0,136,FALSE
200,sk8TafuB3lU_00918,0,0,233,FALSE
201,sk8TafuB3lU_00921,0,0,163,TRUE
202,sk8TafuB3lU_00922,0,0,274,FALSE
203,sk8TafuB3lU_00923,0,0,272,FALSE
204,uDESPUxbjnI_00000,0,0,51,TRUE
205,uDESPUxbjnI_00001,0,0,100,FALSE
206,uDESPUxbjnI_00002,0,0,143,TRUE
207,uDESPUxbjnI_00121,0,0,161,TRUE
208,uDESPUxbjnI_00122,0,0,118,FALSE
209,uDESPUxbjnI_00123,0,0,154,TRUE
210,zYHstCxnAPA_00102,0,0,103,TRUE
211,zYHstCxnAPA_00103,0,0,222,FALSE
212,zYHstCxnAPA_00144,0,0,290,FALSE
213,zYHstCxnAPA_00145,0,0,247,FALSE
214,zYHstCxnAPA_00164,0,0,229,FALSE
215,zYHstCxnAPA_00165,0,0,254,FALSE
216,zYHstCxnAPA_00174,0,0,200,FALSE
217,zYHstCxnAPA_00175,0,0,216,FALSE
218,zYHstCxnAPA_00488,0,0,113,FALSE
219,zYHstCxnAPA_00489,0,0,274,FALSE
220,zYHstCxnAPA_00568,0,0,180,FALSE
221,zYHstCxnAPA_00569,0,0,230,FALSE
222,3qq031609lA_00032,1,0,121,TRUE
223,3qq031609lA_00036,1,0,63,TRUE
224,5i1begTTucc_00077,1,0,93,TRUE
225,5i1begTTucc_00078,1,0,84,TRUE
226,9jZYYtzYqwE_00089,1,0,146,TRUE
227,9jZYYtzYqwE_00090,1,0,188,FALSE
228,D8YKHC5hmUs_00194,1,0,82,FALSE
229,D8YKHC5hmUs_00195,1,0,139,TRUE
230,D8YKHC5hmUs_00252,1,0,160,TRUE
231,D8YKHC5hmUs_00253,1,0,128,TRUE
232,DB4lpBDPnTY_00043,1,0,119,TRUE
233,DB4lpBDPnTY_00044,1,0,208,FALSE
234,JzOshOJgofw_00139,1,0,99,TRUE
235,JzOshOJgofw_00140,1,0,144,TRUE
236,JzOshOJgofw_00294,1,0,88,FALSE
237,JzOshOJgofw_00295,1,0,91,TRUE
238,OFxuiqI5G44_00375,1,0,184,FALSE
239,OFxuiqI5G44_00376,1,0,235,FALSE
240,OFxuiqI5G44_00377,1,0,257,FALSE
241,OFxuiqI5G44_00402,1,0,154,TRUE
242,OFxuiqI5G44_00403,1,0,235,FALSE
243,OFxuiqI5G44_00404,1,0,240,FALSE
244,S9aCrmtAV8o_00079,1,0,224,FALSE
245,S9aCrmtAV8o_00080,1,0,255,FALSE
246,S9aCrmtAV8o_00081,1,0,134,TRUE
247,S9aCrmtAV8o_00082,1,0,237,FALSE
248,S9aCrmtAV8o_00083,1,0,310,FALSE
249,S9aCrmtAV8o_00084,1,0,247,FALSE
250,S9aCrmtAV8o_00089,1,0,214,FALSE
251,S9aCrmtAV8o_00090,1,0,256,FALSE
252,VNvb5oLOpLg_00557,1,0,134,TRUE
253,VNvb5oLOpLg_00558,1,0,181,FALSE
254,VNvb5oLOpLg_00830,1,0,186,FALSE
255,VNvb5oLOpLg_00831,1,0,207,FALSE
256,VNvb5oLOpLg_00832,1,0,205,FALSE
257,VNvb5oLOpLg_01032,1,0,108,TRUE
258,VNvb5oLOpLg_01033,1,0,221,FALSE
259,VNvb5oLOpLg_01034,1,0,224,FALSE
260,VNvb5oLOpLg_01121,1,0,212,FALSE
261,VNvb5oLOpLg_01122,1,0,261,FALSE
262,VNvb5oLOpLg_01123,1,0,274,FALSE
263,Y7QZcr24ye0_00235,1,0,116,TRUE
264,Y7QZcr24ye0_00236,1,0,202,FALSE
265,Y7QZcr24ye0_00817,1,0,239,FALSE
266,Y7QZcr24ye0_00920,1,0,178,FALSE
267,Y7QZcr24ye0_00921,1,0,283,FALSE
268,Y7QZcr24ye0_00922,1,0,260,FALSE
269,ZAmJsIcfFOA_00360,1,0,263,FALSE
270,Z_uFnDg-a4I_00080,1,0,243,FALSE
271,_tigfCJFLZg_00367,1,0,139,TRUE
272,fohMq9tOn6E_00081,1,0,104,TRUE
273,iv0Gu1VXAgc_00130,1,0,75,TRUE
274,iv0Gu1VXAgc_00131,1,0,86,TRUE
275,iv0Gu1VXAgc_00132,1,0,156,TRUE
276,nOlRwoxsDJ0_00362,1,0,283,FALSE
277,nOlRwoxsDJ0_00363,1,0,297,FALSE
278,nOlRwoxsDJ0_00423,1,0,413,FALSE
279,nOlRwoxsDJ0_00424,1,0,243,FALSE
280,nOlRwoxsDJ0_00434,1,0,111,FALSE
281,nOlRwoxsDJ0_00435,1,0,199,FALSE
282,nOlRwoxsDJ0_00454,1,0,389,FALSE
283,nOlRwoxsDJ0_00455,1,0,224,FALSE
284,nOlRwoxsDJ0_00633,1,0,217,FALSE
285,nOlRwoxsDJ0_00634,1,0,252,FALSE
286,siEI_jaSmd4_00108,1,0,53,TRUE
287,sk8TafuB3lU_00226,1,0,229,FALSE
288,sk8TafuB3lU_00266,1,0,136,FALSE
289,sk8TafuB3lU_00274,1,0,162,FALSE
290,sk8TafuB3lU_00275,1,0,220,FALSE
291,sk8TafuB3lU_00282,1,0,115,TRUE
292,sk8TafuB3lU_00283,1,0,246,FALSE
293,sk8TafuB3lU_00294,1,0,210,FALSE
294,sk8TafuB3lU_00300,1,0,158,FALSE
295,sk8TafuB3lU_00301,1,0,227,FALSE
296,sk8TafuB3lU_00302,1,0,139,TRUE
297,sk8TafuB3lU_00303,1,0,203,FALSE
298,sk8TafuB3lU_00305,1,0,250,FALSE
299,sk8TafuB3lU_00318,1,0,170,TRUE
300,sk8TafuB3lU_00319,1,0,208,FALSE
301,sk8TafuB3lU_00326,1,0,622,FALSE
302,sk8TafuB3lU_00327,1,0,282,FALSE
303,sk8TafuB3lU_00328,1,0,488,FALSE
304,sk8TafuB3lU_00329,1,0,224,FALSE
305,sk8TafuB3lU_00632,1,0,107,TRUE
306,sk8TafuB3lU_00634,1,0,209,FALSE
307,sk8TafuB3lU_00644,1,0,130,TRUE
308,sk8TafuB3lU_00645,1,0,223,FALSE
309,sk8TafuB3lU_00948,1,0,124,TRUE
310,sk8TafuB3lU_00949,1,0,206,FALSE
311,sk8TafuB3lU_00962,1,0,116,FALSE
312,sk8TafuB3lU_00964,1,0,215,FALSE
313,sk8TafuB3lU_01003,1,0,237,FALSE
314,uDESPUxbjnI_00097,1,0,222,FALSE
315,uDESPUxbjnI_00098,1,0,131,TRUE
316,uDESPUxbjnI_00099,1,0,171,TRUE
317,xbQCwTHcGN8_00017,1,0,155,TRUE
318,zYHstCxnAPA_00198,1,0,362,FALSE
319,zYHstCxnAPA_00199,1,0,237,FALSE
320,zYHstCxnAPA_00362,1,0,119,TRUE
321,zYHstCxnAPA_00363,1,0,218,FALSE
322,zYHstCxnAPA_00366,1,0,143,FALSE
323,zYHstCxnAPA_00367,1,0,218,FALSE
324,zYHstCxnAPA_00372,1,0,232,FALSE
325,zYHstCxnAPA_00373,1,0,211,FALSE
326,zYHstCxnAPA_00379,1,0,102,TRUE
327,zYHstCxnAPA_00380,1,0,202,FALSE
328,zYHstCxnAPA_00791,1,0,230,FALSE
329,zYHstCxnAPA_00809,1,0,223,FALSE
330,zYHstCxnAPA_00810,1,0,314,FALSE
331,3N1kUtqJ25A_00121,2,0,318,FALSE
332,3N1kUtqJ25A_00122,2,0,200,FALSE
333,3N1kUtqJ25A_00123,2,0,173,TRUE
334,5i1begTTucc_00067,2,0,111,FALSE
335,5i1begTTucc_00068,2,0,91,TRUE
336,5i1begTTucc_00071,2,0,177,TRUE
337,5i1begTTucc_00072,2,0,138,TRUE
338,9BC6ssCjyfg_00249,2,0,77,TRUE
339,9BC6ssCjyfg_00250,2,0,359,FALSE
340,D8YKHC5hmUs_00248,2,0,93,TRUE
341,D8YKHC5hmUs_00249,2,0,109,TRUE
342,JzOshOJgofw_00292,2,0,114,FALSE
343,JzOshOJgofw_00293,2,0,127,FALSE
344,OFxuiqI5G44_00182,2,0,145,TRUE
345,OFxuiqI5G44_00183,2,0,259,FALSE
346,OFxuiqI5G44_00184,2,0,283,FALSE
347,OVzt2rsfMc0_00426,2,0,115,TRUE
348,VNvb5oLOpLg_00563,2,0,154,FALSE
349,VNvb5oLOpLg_00564,2,0,195,FALSE
350,VNvb5oLOpLg_00569,2,0,161,TRUE
351,VNvb5oLOpLg_00570,2,0,245,FALSE
352,VNvb5oLOpLg_01100,2,0,190,FALSE
353,VNvb5oLOpLg_01101,2,0,321,FALSE
354,VNvb5oLOpLg_01102,2,0,293,FALSE
355,ZAmJsIcfFOA_00327,2,0,108,TRUE
356,ZAmJsIcfFOA_00328,2,0,207,FALSE
357,ZAmJsIcfFOA_00329,2,0,141,TRUE
358,c7FHotPDZIw_00097,2,0,171,TRUE
359,c7FHotPDZIw_00098,2,0,149,TRUE
360,iv0Gu1VXAgc_00006,2,0,61,TRUE
361,iv0Gu1VXAgc_00007,2,0,151,FALSE
362,iv0Gu1VXAgc_00008,2,0,80,FALSE
363,k1F4LHeYhBs_00074,2,0,162,FALSE
364,k1F4LHeYhBs_00075,2,0,251,FALSE
365,k1F4LHeYhBs_00076,2,0,261,FALSE
366,k1F4LHeYhBs_00222,2,0,227,FALSE
367,k1F4LHeYhBs_00223,2,0,308,FALSE
368,k1F4LHeYhBs_00224,2,0,253,FALSE
369,k1F4LHeYhBs_00252,2,0,216,FALSE
370,k1F4LHeYhBs_00253,2,0,276,FALSE
371,k1F4LHeYhBs_00254,2,0,215,FALSE
372,nOlRwoxsDJ0_00306,2,0,166,FALSE
373,nOlRwoxsDJ0_00307,2,0,252,FALSE
374,nOlRwoxsDJ0_00404,2,0,205,FALSE
375,nOlRwoxsDJ0_00405,2,0,257,FALSE
376,siEI_jaSmd4_00097,2,0,61,FALSE
377,sk8TafuB3lU_01145,2,0,300,FALSE
378,sk8TafuB3lU_01146,2,0,263,FALSE
379,sk8TafuB3lU_01147,2,0,279,FALSE
380,#NAME?,3,0,37,FALSE
381,#NAME?,3,0,50,FALSE
382,#NAME?,3,0,96,TRUE
383,#NAME?,3,0,34,FALSE
384,#NAME?,3,0,88,FALSE
385,#NAME?,3,0,84,TRUE
386,#NAME?,3,0,171,TRUE
387,#NAME?,3,0,25,FALSE
388,#NAME?,3,0,95,FALSE
389,#NAME?,3,0,57,TRUE
390,#NAME?,3,0,69,TRUE
391,#NAME?,3,0,74,FALSE
392,#NAME?,3,0,66,FALSE
393,#NAME?,3,0,68,TRUE
394,#NAME?,3,0,108,TRUE
395,#NAME?,3,0,57,FALSE
396,#NAME?,3,0,105,FALSE
397,#NAME?,3,0,106,FALSE
398,#NAME?,3,0,77,TRUE
399,#NAME?,3,0,54,FALSE
400,#NAME?,3,0,47,FALSE
401,#NAME?,3,0,95,TRUE
402,#NAME?,3,0,284,FALSE
403,#NAME?,3,0,104,TRUE
404,#NAME?,3,0,83,FALSE
405,#NAME?,3,0,50,TRUE
406,#NAME?,3,0,59,FALSE
407,#NAME?,3,0,82,TRUE
408,#NAME?,3,0,39,FALSE
409,#NAME?,3,0,48,FALSE
410,#NAME?,3,0,92,TRUE
411,#NAME?,3,0,78,TRUE
412,#NAME?,3,0,283,FALSE
413,#NAME?,3,0,185,FALSE
414,D8YKHC5hmUs_00178,3,0,124,TRUE
415,D8YKHC5hmUs_00179,3,0,95,TRUE
416,D8YKHC5hmUs_00263,3,0,210,FALSE
417,D8YKHC5hmUs_00264,3,0,231,FALSE
418,DB4lpBDPnTY_00030,3,0,140,TRUE
419,OFxuiqI5G44_00008,3,0,115,FALSE
420,OFxuiqI5G44_00009,3,0,200,FALSE
421,S9aCrmtAV8o_00010,3,0,241,FALSE
422,S9aCrmtAV8o_00011,3,0,259,FALSE
423,S9aCrmtAV8o_00023,3,0,108,FALSE
424,S9aCrmtAV8o_00024,3,0,212,FALSE
425,S9aCrmtAV8o_00031,3,0,391,FALSE
426,S9aCrmtAV8o_00032,3,0,250,FALSE
427,S9aCrmtAV8o_00035,3,0,166,TRUE
428,S9aCrmtAV8o_00037,3,0,197,FALSE
429,S9aCrmtAV8o_00042,3,0,229,FALSE
430,S9aCrmtAV8o_00043,3,0,236,FALSE
431,S9aCrmtAV8o_00045,3,0,94,FALSE
432,S9aCrmtAV8o_00046,3,0,171,TRUE
433,S9aCrmtAV8o_00055,3,0,91,TRUE
434,S9aCrmtAV8o_00056,3,0,181,FALSE
435,VNvb5oLOpLg_01050,3,0,128,TRUE
436,VNvb5oLOpLg_01051,3,0,217,FALSE
437,VNvb5oLOpLg_01052,3,0,205,FALSE
438,Y7QZcr24ye0_00139,3,0,105,FALSE
439,Y7QZcr24ye0_00140,3,0,198,FALSE
440,Y7QZcr24ye0_00332,3,0,237,FALSE
441,Y7QZcr24ye0_00333,3,0,201,FALSE
442,Y7QZcr24ye0_00344,3,0,147,TRUE
443,Y7QZcr24ye0_00348,3,0,158,FALSE
444,Y7QZcr24ye0_00349,3,0,198,FALSE
445,Y7QZcr24ye0_00360,3,0,93,FALSE
446,Y7QZcr24ye0_00361,3,0,177,FALSE
447,Y7QZcr24ye0_00366,3,0,121,TRUE
448,Y7QZcr24ye0_00367,3,0,193,FALSE
449,Y7QZcr24ye0_00377,3,0,175,FALSE
450,Y7QZcr24ye0_00378,3,0,197,FALSE
451,Y7QZcr24ye0_00389,3,0,253,FALSE
452,Y7QZcr24ye0_00390,3,0,173,FALSE
453,Y7QZcr24ye0_00393,3,0,117,TRUE
454,Y7QZcr24ye0_00395,3,0,132,FALSE
455,Y7QZcr24ye0_00396,3,0,199,FALSE
456,Y7QZcr24ye0_00397,3,0,198,FALSE
457,Y7QZcr24ye0_00398,3,0,182,FALSE
458,Y7QZcr24ye0_00423,3,0,98,FALSE
459,Y7QZcr24ye0_00424,3,0,173,TRUE
460,Y7QZcr24ye0_00425,3,0,395,FALSE
461,Y7QZcr24ye0_00432,3,0,236,FALSE
462,Y7QZcr24ye0_00437,3,0,140,FALSE
463,Y7QZcr24ye0_00438,3,0,220,FALSE
464,Y7QZcr24ye0_00454,3,0,120,TRUE
465,Y7QZcr24ye0_00455,3,0,192,FALSE
466,Y7QZcr24ye0_00456,3,0,343,FALSE
467,Y7QZcr24ye0_00457,3,0,217,FALSE
468,Y7QZcr24ye0_00458,3,0,97,TRUE
469,Y7QZcr24ye0_00459,3,0,198,FALSE
470,Y7QZcr24ye0_00474,3,0,134,FALSE
471,Y7QZcr24ye0_00475,3,0,190,FALSE
472,Y7QZcr24ye0_00476,3,0,106,FALSE
473,Y7QZcr24ye0_00477,3,0,183,FALSE
474,Y7QZcr24ye0_00480,3,0,168,FALSE
475,Y7QZcr24ye0_00481,3,0,258,FALSE
476,Y7QZcr24ye0_00482,3,0,84,TRUE
477,Y7QZcr24ye0_00483,3,0,135,TRUE
478,Y7QZcr24ye0_00484,3,0,135,FALSE
479,Y7QZcr24ye0_00485,3,0,239,FALSE
480,Y7QZcr24ye0_00486,3,0,122,TRUE
481,Y7QZcr24ye0_00487,3,0,187,FALSE
482,Y7QZcr24ye0_00488,3,0,96,TRUE
483,Y7QZcr24ye0_00489,3,0,185,FALSE
484,Y7QZcr24ye0_00494,3,0,145,FALSE
485,Y7QZcr24ye0_00495,3,0,206,FALSE
486,Y7QZcr24ye0_00496,3,0,98,TRUE
487,Y7QZcr24ye0_00497,3,0,180,FALSE
488,Y7QZcr24ye0_00512,3,0,133,TRUE
489,Y7QZcr24ye0_00513,3,0,202,FALSE
490,Y7QZcr24ye0_00516,3,0,205,FALSE
491,Y7QZcr24ye0_00517,3,0,226,FALSE
492,Y7QZcr24ye0_00557,3,0,330,FALSE
493,Y7QZcr24ye0_00558,3,0,249,FALSE
494,ZAmJsIcfFOA_00307,3,0,124,TRUE
495,_8Vy3dlHg2w_00015,3,0,58,TRUE
496,_8Vy3dlHg2w_00016,3,0,57,TRUE
497,_8Vy3dlHg2w_00127,3,0,133,TRUE
498,_8Vy3dlHg2w_00128,3,0,130,TRUE
499,_8Vy3dlHg2w_00129,3,0,147,TRUE
500,db7DmpqzGmc_00107,3,0,55,FALSE
501,eN8umEok9U8_00163,3,0,106,TRUE
502,eN8umEok9U8_00164,3,0,167,TRUE
503,fohMq9tOn6E_00049,3,0,79,TRUE
504,fohMq9tOn6E_00050,3,0,129,TRUE
505,fohMq9tOn6E_00097,3,0,113,FALSE
506,fohMq9tOn6E_00098,3,0,105,TRUE
507,j4gvbjifw14_00036,3,0,45,FALSE
508,j4gvbjifw14_00037,3,0,64,TRUE
509,j4gvbjifw14_00038,3,0,131,FALSE
510,j4gvbjifw14_00039,3,0,106,FALSE
511,j4gvbjifw14_00040,3,0,82,FALSE
512,j4gvbjifw14_00041,3,0,144,TRUE
513,j4gvbjifw14_00042,3,0,94,FALSE
514,j4gvbjifw14_00043,3,0,58,FALSE
515,j4gvbjifw14_00044,3,0,178,TRUE
516,j4gvbjifw14_00045,3,0,85,FALSE
517,j4gvbjifw14_00046,3,0,61,FALSE
